t2,,104.058595105583,30.547966937307,466.862972987816
t2_t1_1,,104.058595192612,30.547957918283,466.862972989678
t2_t1_2,,104.058595279642,30.547948899260,466.862972989678
t2_t1_3,,104.058595366671,30.547939880236,466.862972991541
t2_t1_4,,104.058595453701,30.547930861213,466.862972988747
t2_t1_5,,104.058595540730,30.547921842190,466.862972988747
t2_t1_6,,104.058595627760,30.547912823166,466.862972987816
t2_t1_7,,104.058595714789,30.547903804143,466.862972986884
t2_t1_8,,104.058595801818,30.547894785119,466.862972988747
t1,,104.058595101243,30.547885309420,466.848972990178
nt1,,104.058615942202,30.547885460068,466.848972990178
nt1_nt2_1,,104.058615855175,30.547894479091,466.848972988315
nt1_nt2_2,,104.058615768147,30.547903498115,466.848972989246
nt1_nt2_3,,104.058615681120,30.547912517138,466.848972989246
nt1_nt2_4,,104.058615594092,30.547921536162,466.848972989246
nt1_nt2_5,,104.058615507065,30.547930555185,466.848972988315
nt1_nt2_6,,104.058615420037,30.547939574209,466.848972988315
nt1_nt2_7,,104.058615333010,30.547948593232,466.848972990178
nt1_nt2_8,,104.058615245982,30.547957612255,466.848972989246
nt2,,104.058615154603,30.547967082230,466.862972986884
nt2_t5_1,,104.058625576571,30.547967004230,466.862972989678
nt2_t5_2,,104.058635998539,30.547966926228,466.862972989678
nt2_t5_3,,104.058646420507,30.547966848226,466.862972987816
nt2_t5_4,,104.058656842476,30.547966770223,466.862972989678
nt2_t5_5,,104.058667264444,30.547966692219,466.862972989678
nt2_t5_6,,104.058677686412,30.547966614214,466.862972988747
nt2_t5_7,,104.058688108380,30.547966536209,466.862972989678
nt2_t5_8,,104.058698530348,30.547966458202,466.862972988747
nt2_t5_9,,104.058708952316,30.547966380195,466.862972989678
nt2_t5_10,,104.058719374285,30.547966302187,466.862972987816
nt2_t5_11,,104.058729796253,30.547966224178,466.862972987816
nt2_t5_12,,104.058740218221,30.547966146168,466.862972988747
nt2_t5_13,,104.058750640189,30.547966068158,466.862972988747
nt2_t5_14,,104.058761062158,30.547965990146,466.862972988747
nt2_t5_15,,104.058771484126,30.547965912134,466.862972990610
nt2_t5_16,,104.058781906094,30.547965834121,466.862972988747
nt2_t5_17,,104.058792328062,30.547965756107,466.862972987816
nt2_t5_18,,104.058802750031,30.547965678092,466.862972990610
t5,,104.058814724652,30.547965611298,466.853972989134
t5_t4_1,,104.058814363319,30.547956616093,466.853972988203
t5_t4_2,,104.058814001986,30.547947620888,467.853972989134
t5_t4_3,,104.058813640654,30.547938625682,468.853972989134
t5_t4_4,,104.058813279321,30.547929630477,469.853972988203
t5_t4_5,,104.058812917988,30.547920635272,470.853972990066
t5_t4_6,,104.058812556656,30.547911640067,471.853972990066
t5_t4_7,,104.058812195323,30.547902644862,472.853972989134
t5_t4_8,,104.058811833991,30.547893649657,473.853972991928
t4,,104.058811472659,30.547884654452,466.842972988263
