,RSSI_FG,POS
9118,"(-68.0, 0, 0, -64.0)","[9, 8]"
9119,"(-68.0, 0, 0, -60.0)","[9, 8]"
9120,"(0, -58.0, -55.0, -59.0)","[9, 8]"
9121,"(-68.0, -57.0, 0, 0)","[9, 8]"
9122,"(0, 0, -43.0, -60.0)","[9, 8]"
9123,"(-65.0, 0, -44.0, 0)","[9, 8]"
9124,"(0, -55.0, -50.0, -64.0)","[9, 8]"
9125,"(0, -55.0, -50.0, -60.0)","[9, 8]"
9126,"(0, -55.0, -46.0, -64.0)","[9, 8]"
9127,"(0, -55.0, -46.0, -60.0)","[9, 8]"
9128,"(0, -62.0, -50.0, -64.0)","[9, 8]"
9129,"(0, -62.0, -50.0, -60.0)","[9, 8]"
9130,"(0, -62.0, -46.0, -64.0)","[9, 8]"
9131,"(0, -62.0, -46.0, -60.0)","[9, 8]"
9132,"(0, -60.0, -50.0, -64.0)","[9, 8]"
9133,"(0, -60.0, -50.0, -60.0)","[9, 8]"
9134,"(0, -60.0, -46.0, -64.0)","[9, 8]"
9135,"(0, -60.0, -46.0, -60.0)","[9, 8]"
9136,"(0, -57.0, -50.0, -64.0)","[9, 8]"
9137,"(0, -57.0, -50.0, -60.0)","[9, 8]"
9138,"(0, -57.0, -46.0, -64.0)","[9, 8]"
9139,"(0, -57.0, -46.0, -60.0)","[9, 8]"
9140,"(-70.0, -71.0, -44.0, -60.0)","[9, 8]"
9141,"(-70.0, -71.0, -46.0, -60.0)","[9, 8]"
9142,"(-70.0, -56.0, -44.0, -60.0)","[9, 8]"
9143,"(-70.0, -56.0, -46.0, -60.0)","[9, 8]"
9144,"(-68.0, -71.0, -44.0, -60.0)","[9, 8]"
9145,"(-68.0, -71.0, -46.0, -60.0)","[9, 8]"
9146,"(-68.0, -56.0, -44.0, -60.0)","[9, 8]"
9147,"(-68.0, -56.0, -46.0, -60.0)","[9, 8]"
9148,"(-67.0, -71.0, -44.0, -60.0)","[9, 8]"
9149,"(-67.0, -71.0, -46.0, -60.0)","[9, 8]"
9150,"(-67.0, -56.0, -44.0, -60.0)","[9, 8]"
9151,"(-67.0, -56.0, -46.0, -60.0)","[9, 8]"
9152,"(0, -58.0, -43.0, 0)","[9, 8]"
9153,"(0, -58.0, -44.0, 0)","[9, 8]"
9154,"(0, 0, -43.0, -61.0)","[9, 8]"
9155,"(0, 0, -46.0, -61.0)","[9, 8]"
9156,"(0, -62.0, 0, 0)","[9, 8]"
9157,"(0, -53.0, -43.0, 0)","[9, 8]"
9158,"(0, -60.0, -43.0, 0)","[9, 8]"
9159,"(0, 0, -52.0, 0)","[9, 8]"
9160,"(0, 0, -49.0, 0)","[9, 8]"
9161,"(0, 0, -43.0, 0)","[9, 8]"
9162,"(0, -53.0, 0, 0)","[9, 8]"
9163,"(0, -55.0, -40.0, -62.0)","[9, 8]"
9164,"(0, -61.0, -49.0, 0)","[9, 8]"
9165,"(-66.0, -53.0, -46.0, -64.0)","[9, 8]"
9166,"(-66.0, -53.0, -43.0, -64.0)","[9, 8]"
9167,"(-66.0, -61.0, -46.0, -64.0)","[9, 8]"
9168,"(-66.0, -61.0, -43.0, -64.0)","[9, 8]"
9169,"(0, -58.0, -47.0, -63.0)","[9, 8]"
9170,"(0, -61.0, -47.0, -63.0)","[9, 8]"
9171,"(0, -56.0, -47.0, -63.0)","[9, 8]"
9172,"(0, -54.0, -50.0, 0)","[9, 8]"
9173,"(0, 0, 0, -63.0)","[9, 8]"
9174,"(0, 0, -45.0, -63.0)","[9, 8]"
9175,"(-65.0, -60.0, -43.0, -61.0)","[9, 8]"
9176,"(-65.0, -60.0, -43.0, -60.0)","[9, 8]"
9177,"(-65.0, -56.0, -43.0, -61.0)","[9, 8]"
9178,"(-65.0, -56.0, -43.0, -60.0)","[9, 8]"
9179,"(0, -54.0, -43.0, -65.0)","[9, 8]"
9180,"(0, -54.0, -50.0, -65.0)","[9, 8]"
9181,"(0, -56.0, -43.0, -65.0)","[9, 8]"
9182,"(0, -56.0, -50.0, -65.0)","[9, 8]"
9183,"(0, -55.0, 0, 0)","[9, 8]"
9184,"(0, -61.0, 0, 0)","[9, 8]"
9185,"(0, -55.0, -45.0, -61.0)","[9, 8]"
9186,"(0, -55.0, -45.0, -62.0)","[9, 8]"
9187,"(0, -55.0, -49.0, -61.0)","[9, 8]"
9188,"(0, -55.0, -49.0, -62.0)","[9, 8]"
9189,"(0, -57.0, -46.0, -62.0)","[9, 8]"
9190,"(0, -53.0, -43.0, -63.0)","[9, 8]"
9191,"(0, -53.0, -46.0, -63.0)","[9, 8]"
9192,"(0, -53.0, -50.0, -63.0)","[9, 8]"
9193,"(0, -60.0, -43.0, -63.0)","[9, 8]"
9194,"(0, -60.0, -46.0, -63.0)","[9, 8]"
9195,"(0, -60.0, -50.0, -63.0)","[9, 8]"
9196,"(0, 0, 0, -63.0)","[9, 8]"
9197,"(0, 0, -44.0, 0)","[9, 8]"
9198,"(0, -54.0, 0, 0)","[9, 8]"
9199,"(0, 0, -46.0, 0)","[9, 8]"
9200,"(0, -54.0, -44.0, 0)","[9, 8]"
9201,"(0, -54.0, -44.0, -61.0)","[9, 8]"
9202,"(0, -60.0, -44.0, -61.0)","[9, 8]"
9203,"(0, -55.0, 0, -64.0)","[9, 8]"
9204,"(0, -55.0, 0, -61.0)","[9, 8]"
9205,"(0, -55.0, 0, -62.0)","[9, 8]"
9206,"(0, -61.0, 0, -64.0)","[9, 8]"
9207,"(0, -61.0, 0, -61.0)","[9, 8]"
9208,"(0, -61.0, 0, -62.0)","[9, 8]"
9209,"(0, -55.0, -49.0, 0)","[9, 8]"
9210,"(0, -54.0, -49.0, 0)","[9, 8]"
9211,"(-68.0, 0, -49.0, -62.0)","[9, 8]"
9212,"(-68.0, 0, -44.0, -62.0)","[9, 8]"
9213,"(-66.0, -55.0, -46.0, -63.0)","[9, 8]"
9214,"(-66.0, -55.0, -46.0, -60.0)","[9, 8]"
9215,"(-66.0, -55.0, -49.0, -63.0)","[9, 8]"
9216,"(-66.0, -55.0, -49.0, -60.0)","[9, 8]"
9217,"(-66.0, -55.0, -43.0, -63.0)","[9, 8]"
9218,"(-66.0, -55.0, -43.0, -60.0)","[9, 8]"
9219,"(-65.0, -55.0, -46.0, -63.0)","[9, 8]"
9220,"(-65.0, -55.0, -46.0, -60.0)","[9, 8]"
9221,"(-65.0, -55.0, -49.0, -63.0)","[9, 8]"
9222,"(-65.0, -55.0, -49.0, -60.0)","[9, 8]"
9223,"(-65.0, -55.0, -43.0, -63.0)","[9, 8]"
9224,"(-65.0, -55.0, -43.0, -60.0)","[9, 8]"
9225,"(0, 0, -51.0, 0)","[9, 8]"
9226,"(-68.0, 0, -44.0, -60.0)","[9, 8]"
9227,"(0, -60.0, -46.0, 0)","[9, 8]"
9228,"(0, 0, 0, -65.0)","[9, 8]"
9229,"(-73.0, 0, -43.0, 0)","[9, 8]"
9230,"(-71.0, 0, 0, 0)","[9, 8]"
9231,"(-73.0, -59.0, -46.0, 0)","[9, 8]"
9232,"(0, 0, 0, -67.0)","[9, 8]"
9233,"(-65.0, -54.0, -46.0, 0)","[9, 8]"
9234,"(0, 0, 0, -62.0)","[9, 8]"
9235,"(0, -59.0, -44.0, -62.0)","[9, 8]"
9236,"(0, -59.0, -44.0, -61.0)","[9, 8]"
9237,"(0, -59.0, -46.0, -62.0)","[9, 8]"
9238,"(0, -59.0, -46.0, -61.0)","[9, 8]"
9239,"(0, -54.0, 0, 0)","[9, 8]"
9240,"(-67.0, 0, -44.0, -70.0)","[9, 8]"
9241,"(-67.0, 0, -49.0, -70.0)","[9, 8]"
9242,"(0, 0, -44.0, 0)","[9, 8]"
9243,"(0, -53.0, -46.0, 0)","[9, 8]"
9244,"(0, 0, -49.0, 0)","[9, 8]"
9245,"(0, -54.0, 0, 0)","[9, 8]"
9246,"(0, -60.0, 0, 0)","[9, 8]"
9247,"(-66.0, 0, 0, -62.0)","[9, 8]"
9248,"(0, 0, -44.0, 0)","[9, 8]"
9249,"(0, 0, -50.0, 0)","[9, 8]"
9250,"(0, 0, -46.0, 0)","[9, 8]"
9251,"(0, -60.0, -44.0, 0)","[9, 8]"
9252,"(0, -60.0, -46.0, 0)","[9, 8]"
9253,"(0, -60.0, -44.0, 0)","[9, 8]"
9254,"(-59.0, -58.0, -50.0, 0)","[9, 8]"
9255,"(-60.0, -51.0, -54.0, -61.0)","[9, 8]"
9256,"(-60.0, -60.0, -54.0, -61.0)","[9, 8]"
9257,"(-58.0, -49.0, -50.0, 0)","[9, 8]"
9258,"(-58.0, 0, 0, -66.0)","[9, 8]"
9259,"(0, -49.0, -57.0, -61.0)","[9, 8]"
9260,"(0, -49.0, -57.0, -67.0)","[9, 8]"
9261,"(-69.0, -49.0, -58.0, -61.0)","[9, 8]"
9262,"(-69.0, -49.0, -54.0, -61.0)","[9, 8]"
9263,"(-62.0, -50.0, -54.0, -71.0)","[9, 8]"
9264,"(-62.0, -49.0, -54.0, -71.0)","[9, 8]"
9265,"(-59.0, -64.0, -59.0, -66.0)","[9, 8]"
9266,"(-59.0, -64.0, -54.0, -66.0)","[9, 8]"
9267,"(-59.0, -55.0, -59.0, -66.0)","[9, 8]"
9268,"(-59.0, -55.0, -54.0, -66.0)","[9, 8]"
9269,"(-58.0, -64.0, -59.0, -66.0)","[9, 8]"
9270,"(-58.0, -64.0, -54.0, -66.0)","[9, 8]"
9271,"(-58.0, -55.0, -59.0, -66.0)","[9, 8]"
9272,"(-58.0, -55.0, -54.0, -66.0)","[9, 8]"
9273,"(-72.0, -55.0, -49.0, -70.0)","[9, 8]"
9274,"(-72.0, -55.0, -57.0, -70.0)","[9, 8]"
9275,"(-72.0, -62.0, -49.0, -70.0)","[9, 8]"
9276,"(-72.0, -62.0, -57.0, -70.0)","[9, 8]"
9277,"(-71.0, -48.0, -54.0, -61.0)","[9, 8]"
9278,"(-71.0, -48.0, -58.0, -61.0)","[9, 8]"
9279,"(-71.0, -49.0, -54.0, -61.0)","[9, 8]"
9280,"(-71.0, -49.0, -58.0, -61.0)","[9, 8]"
9281,"(-71.0, -54.0, -54.0, -61.0)","[9, 8]"
9282,"(-71.0, -54.0, -58.0, -61.0)","[9, 8]"
9283,"(-59.0, -48.0, -54.0, -61.0)","[9, 8]"
9284,"(-59.0, -48.0, -58.0, -61.0)","[9, 8]"
9285,"(-59.0, -49.0, -54.0, -61.0)","[9, 8]"
9286,"(-59.0, -49.0, -58.0, -61.0)","[9, 8]"
9287,"(-59.0, -54.0, -54.0, -61.0)","[9, 8]"
9288,"(-59.0, -54.0, -58.0, -61.0)","[9, 8]"
9289,"(0, 0, 0, -67.0)","[9, 8]"
9290,"(0, 0, 0, -61.0)","[9, 8]"
9291,"(-59.0, -54.0, -57.0, 0)","[9, 8]"
9292,"(-59.0, -54.0, -49.0, 0)","[9, 8]"
9293,"(-59.0, -64.0, -57.0, 0)","[9, 8]"
9294,"(-59.0, -64.0, -49.0, 0)","[9, 8]"
9295,"(-59.0, -63.0, -57.0, 0)","[9, 8]"
9296,"(-59.0, -63.0, -49.0, 0)","[9, 8]"
9297,"(-70.0, -54.0, -57.0, 0)","[9, 8]"
9298,"(-70.0, -54.0, -49.0, 0)","[9, 8]"
9299,"(-70.0, -64.0, -57.0, 0)","[9, 8]"
9300,"(-70.0, -64.0, -49.0, 0)","[9, 8]"
9301,"(-70.0, -63.0, -57.0, 0)","[9, 8]"
9302,"(-70.0, -63.0, -49.0, 0)","[9, 8]"
9303,"(0, -55.0, -53.0, 0)","[9, 8]"
9304,"(0, -55.0, -49.0, 0)","[9, 8]"
9305,"(0, -62.0, -53.0, 0)","[9, 8]"
9306,"(0, -62.0, -49.0, 0)","[9, 8]"
9307,"(0, -49.0, -49.0, -67.0)","[9, 8]"
9308,"(-69.0, -55.0, -58.0, -67.0)","[9, 8]"
9309,"(-69.0, -55.0, -49.0, -67.0)","[9, 8]"
9310,"(-69.0, -55.0, -54.0, -67.0)","[9, 8]"
9311,"(-59.0, -55.0, -58.0, -67.0)","[9, 8]"
9312,"(-59.0, -55.0, -49.0, -67.0)","[9, 8]"
9313,"(-59.0, -55.0, -54.0, -67.0)","[9, 8]"
9314,"(-70.0, -55.0, -58.0, -67.0)","[9, 8]"
9315,"(-70.0, -55.0, -49.0, -67.0)","[9, 8]"
9316,"(-70.0, -55.0, -54.0, -67.0)","[9, 8]"
9317,"(-59.0, -49.0, -49.0, -67.0)","[9, 8]"
9318,"(-59.0, -49.0, -49.0, -71.0)","[9, 8]"
9319,"(-59.0, -49.0, -57.0, -67.0)","[9, 8]"
9320,"(-59.0, -49.0, -57.0, -71.0)","[9, 8]"
9321,"(-64.0, 0, -58.0, -69.0)","[9, 8]"
9322,"(0, -56.0, 0, 0)","[9, 8]"
9323,"(-63.0, 0, -58.0, 0)","[9, 8]"
9324,"(-63.0, 0, -50.0, 0)","[9, 8]"
9325,"(-59.0, -56.0, -54.0, -61.0)","[9, 8]"
9326,"(0, 0, -57.0, 0)","[9, 8]"
9327,"(0, 0, -50.0, 0)","[9, 8]"
9328,"(0, -56.0, -51.0, 0)","[9, 8]"
9329,"(0, -56.0, -57.0, 0)","[9, 8]"
9330,"(0, -49.0, -51.0, 0)","[9, 8]"
9331,"(0, -49.0, -57.0, 0)","[9, 8]"
9332,"(0, 0, -50.0, 0)","[9, 8]"
9333,"(0, 0, -55.0, 0)","[9, 8]"
9334,"(0, -63.0, -53.0, 0)","[9, 8]"
9335,"(0, 0, -58.0, -64.0)","[9, 8]"
9336,"(-63.0, -48.0, -58.0, -68.0)","[9, 8]"
9337,"(-63.0, -48.0, -54.0, -68.0)","[9, 8]"
9338,"(-63.0, -48.0, -49.0, -68.0)","[9, 8]"
9339,"(-68.0, -45.0, -50.0, 0)","[9, 8]"
9340,"(-64.0, -45.0, -50.0, 0)","[9, 8]"
9341,"(-64.0, -55.0, -50.0, -69.0)","[9, 8]"
9342,"(-64.0, -55.0, -50.0, -66.0)","[9, 8]"
9343,"(-64.0, -48.0, -50.0, -69.0)","[9, 8]"
9344,"(-64.0, -48.0, -50.0, -66.0)","[9, 8]"
9345,"(0, 0, -49.0, 0)","[9, 8]"
9346,"(-67.0, 0, -58.0, 0)","[9, 8]"
9347,"(0, -55.0, -54.0, -65.0)","[9, 8]"
9348,"(0, -55.0, -54.0, -62.0)","[9, 8]"
9349,"(-66.0, -61.0, -54.0, 0)","[9, 8]"
9350,"(-66.0, -61.0, -49.0, 0)","[9, 8]"
9351,"(-59.0, -61.0, -54.0, 0)","[9, 8]"
9352,"(-59.0, -61.0, -49.0, 0)","[9, 8]"
9353,"(-59.0, -61.0, -50.0, 0)","[9, 8]"
9354,"(-59.0, -61.0, -54.0, 0)","[9, 8]"
9355,"(-59.0, -46.0, -50.0, 0)","[9, 8]"
9356,"(-59.0, -46.0, -54.0, 0)","[9, 8]"
9357,"(0, 0, -58.0, 0)","[9, 8]"
9358,"(0, 0, -54.0, 0)","[9, 8]"
9359,"(-64.0, -49.0, -58.0, 0)","[9, 8]"
9360,"(-59.0, -49.0, -58.0, 0)","[9, 8]"
9361,"(-58.0, -49.0, -54.0, -62.0)","[9, 8]"
9362,"(-58.0, -49.0, -58.0, -62.0)","[9, 8]"
9363,"(-58.0, -49.0, -50.0, -62.0)","[9, 8]"
9364,"(-58.0, -56.0, -54.0, -62.0)","[9, 8]"
9365,"(-58.0, -56.0, -58.0, -62.0)","[9, 8]"
9366,"(-58.0, -56.0, -50.0, -62.0)","[9, 8]"
9367,"(-58.0, -60.0, -54.0, -62.0)","[9, 8]"
9368,"(-58.0, -60.0, -58.0, -62.0)","[9, 8]"
9369,"(-58.0, -60.0, -50.0, -62.0)","[9, 8]"
9370,"(-64.0, -49.0, -54.0, -62.0)","[9, 8]"
9371,"(-64.0, -49.0, -58.0, -62.0)","[9, 8]"
9372,"(-64.0, -49.0, -50.0, -62.0)","[9, 8]"
9373,"(-64.0, -56.0, -54.0, -62.0)","[9, 8]"
9374,"(-64.0, -56.0, -58.0, -62.0)","[9, 8]"
9375,"(-64.0, -56.0, -50.0, -62.0)","[9, 8]"
9376,"(-64.0, -60.0, -54.0, -62.0)","[9, 8]"
9377,"(-64.0, -60.0, -58.0, -62.0)","[9, 8]"
9378,"(-64.0, -60.0, -50.0, -62.0)","[9, 8]"
9379,"(-66.0, -49.0, -54.0, -62.0)","[9, 8]"
9380,"(-66.0, -49.0, -58.0, -62.0)","[9, 8]"
9381,"(-66.0, -49.0, -50.0, -62.0)","[9, 8]"
9382,"(-66.0, -56.0, -54.0, -62.0)","[9, 8]"
9383,"(-66.0, -56.0, -58.0, -62.0)","[9, 8]"
9384,"(-66.0, -56.0, -50.0, -62.0)","[9, 8]"
9385,"(-66.0, -60.0, -54.0, -62.0)","[9, 8]"
9386,"(-66.0, -60.0, -58.0, -62.0)","[9, 8]"
9387,"(-66.0, -60.0, -50.0, -62.0)","[9, 8]"
9388,"(0, 0, -60.0, 0)","[9, 8]"
9389,"(0, -56.0, -55.0, 0)","[9, 8]"
9390,"(-59.0, -49.0, -58.0, -65.0)","[9, 8]"
9391,"(-59.0, -49.0, -60.0, -65.0)","[9, 8]"
9392,"(-59.0, -49.0, -54.0, -65.0)","[9, 8]"
9393,"(-59.0, -56.0, -58.0, -65.0)","[9, 8]"
9394,"(-59.0, -56.0, -60.0, -65.0)","[9, 8]"
9395,"(-59.0, -56.0, -54.0, -65.0)","[9, 8]"
9396,"(-59.0, -48.0, -58.0, -65.0)","[9, 8]"
9397,"(-59.0, -48.0, -60.0, -65.0)","[9, 8]"
9398,"(-59.0, -48.0, -54.0, -65.0)","[9, 8]"
9399,"(-59.0, -64.0, -58.0, -65.0)","[9, 8]"
9400,"(-59.0, -64.0, -60.0, -65.0)","[9, 8]"
9401,"(-59.0, -64.0, -54.0, -65.0)","[9, 8]"
9402,"(-62.0, -49.0, -58.0, -65.0)","[9, 8]"
9403,"(-62.0, -49.0, -60.0, -65.0)","[9, 8]"
9404,"(-62.0, -49.0, -54.0, -65.0)","[9, 8]"
9405,"(-62.0, -56.0, -58.0, -65.0)","[9, 8]"
9406,"(-62.0, -56.0, -60.0, -65.0)","[9, 8]"
9407,"(-62.0, -56.0, -54.0, -65.0)","[9, 8]"
9408,"(-62.0, -48.0, -58.0, -65.0)","[9, 8]"
9409,"(-62.0, -48.0, -60.0, -65.0)","[9, 8]"
9410,"(-62.0, -48.0, -54.0, -65.0)","[9, 8]"
9411,"(-62.0, -64.0, -58.0, -65.0)","[9, 8]"
9412,"(-62.0, -64.0, -60.0, -65.0)","[9, 8]"
9413,"(-62.0, -64.0, -54.0, -65.0)","[9, 8]"
9414,"(-64.0, -49.0, -58.0, -65.0)","[9, 8]"
9415,"(-64.0, -49.0, -60.0, -65.0)","[9, 8]"
9416,"(-64.0, -49.0, -54.0, -65.0)","[9, 8]"
9417,"(-64.0, -56.0, -58.0, -65.0)","[9, 8]"
9418,"(-64.0, -56.0, -60.0, -65.0)","[9, 8]"
9419,"(-64.0, -56.0, -54.0, -65.0)","[9, 8]"
9420,"(-64.0, -48.0, -58.0, -65.0)","[9, 8]"
9421,"(-64.0, -48.0, -60.0, -65.0)","[9, 8]"
9422,"(-64.0, -48.0, -54.0, -65.0)","[9, 8]"
9423,"(-64.0, -64.0, -58.0, -65.0)","[9, 8]"
9424,"(-64.0, -64.0, -60.0, -65.0)","[9, 8]"
9425,"(-64.0, -64.0, -54.0, -65.0)","[9, 8]"
9426,"(0, -61.0, -55.0, -66.0)","[9, 8]"
9427,"(0, -48.0, -55.0, -66.0)","[9, 8]"
9428,"(-68.0, -62.0, -55.0, -62.0)","[9, 8]"
9429,"(-68.0, -62.0, -51.0, -62.0)","[9, 8]"
9430,"(-68.0, -50.0, -55.0, -62.0)","[9, 8]"
9431,"(-68.0, -50.0, -51.0, -62.0)","[9, 8]"
9432,"(-68.0, -55.0, -55.0, -62.0)","[9, 8]"
9433,"(-68.0, -55.0, -51.0, -62.0)","[9, 8]"
9434,"(-65.0, 0, -49.0, -64.0)","[9, 8]"
9435,"(-59.0, 0, -49.0, -64.0)","[9, 8]"
9436,"(-69.0, -48.0, 0, -68.0)","[9, 8]"
9437,"(-69.0, -56.0, 0, -68.0)","[9, 8]"
9438,"(-59.0, -48.0, 0, -68.0)","[9, 8]"
9439,"(-59.0, -56.0, 0, -68.0)","[9, 8]"
9440,"(0, 0, -56.0, 0)","[9, 8]"
9441,"(0, 0, -52.0, 0)","[9, 8]"
9442,"(0, -62.0, -59.0, -62.0)","[9, 8]"
9443,"(0, -62.0, -59.0, -61.0)","[9, 8]"
9444,"(0, -62.0, -59.0, -63.0)","[9, 8]"
9445,"(0, -62.0, -59.0, -64.0)","[9, 8]"
9446,"(0, -62.0, -50.0, -62.0)","[9, 8]"
9447,"(0, -62.0, -50.0, -61.0)","[9, 8]"
9448,"(0, -62.0, -50.0, -63.0)","[9, 8]"
9449,"(0, -62.0, -50.0, -64.0)","[9, 8]"
9450,"(0, -48.0, -59.0, -62.0)","[9, 8]"
9451,"(0, -48.0, -59.0, -61.0)","[9, 8]"
9452,"(0, -48.0, -59.0, -63.0)","[9, 8]"
9453,"(0, -48.0, -59.0, -64.0)","[9, 8]"
9454,"(0, -48.0, -50.0, -62.0)","[9, 8]"
9455,"(0, -48.0, -50.0, -61.0)","[9, 8]"
9456,"(0, -48.0, -50.0, -63.0)","[9, 8]"
9457,"(0, -48.0, -50.0, -64.0)","[9, 8]"
9458,"(0, 0, -53.0, 0)","[9, 8]"
9459,"(0, 0, -59.0, 0)","[9, 8]"
9460,"(0, -60.0, 0, -62.0)","[9, 8]"
9461,"(0, -60.0, 0, -63.0)","[9, 8]"
9462,"(-64.0, 0, -58.0, -62.0)","[9, 8]"
9463,"(-58.0, 0, -58.0, -62.0)","[9, 8]"
9464,"(0, -56.0, 0, 0)","[9, 8]"
9465,"(0, -49.0, 0, 0)","[9, 8]"
9466,"(0, -60.0, 0, 0)","[9, 8]"
9467,"(-64.0, -47.0, -57.0, 0)","[9, 8]"
9468,"(-64.0, -47.0, -53.0, 0)","[9, 8]"
9469,"(-64.0, -56.0, -57.0, 0)","[9, 8]"
9470,"(-64.0, -56.0, -53.0, 0)","[9, 8]"
9471,"(-69.0, -47.0, -57.0, 0)","[9, 8]"
9472,"(-69.0, -47.0, -53.0, 0)","[9, 8]"
9473,"(-69.0, -56.0, -57.0, 0)","[9, 8]"
9474,"(-69.0, -56.0, -53.0, 0)","[9, 8]"
9475,"(-68.0, -47.0, -57.0, 0)","[9, 8]"
9476,"(-68.0, -47.0, -53.0, 0)","[9, 8]"
9477,"(-68.0, -56.0, -57.0, 0)","[9, 8]"
9478,"(-68.0, -56.0, -53.0, 0)","[9, 8]"
9479,"(0, -49.0, -58.0, -62.0)","[9, 8]"
9480,"(0, -61.0, -49.0, -66.0)","[9, 8]"
9481,"(-58.0, -49.0, -58.0, -68.0)","[9, 8]"
9482,"(-58.0, -61.0, -58.0, -68.0)","[9, 8]"
9483,"(-58.0, -55.0, -58.0, -68.0)","[9, 8]"
9484,"(0, -48.0, 0, -62.0)","[9, 8]"
9485,"(0, 0, -58.0, 0)","[9, 8]"
9486,"(0, 0, -49.0, 0)","[9, 8]"
9487,"(0, -55.0, -54.0, 0)","[9, 8]"
9488,"(0, -55.0, -58.0, 0)","[9, 8]"
9489,"(-66.0, -53.0, -53.0, -65.0)","[9, 8]"
9490,"(-66.0, -53.0, -51.0, -65.0)","[9, 8]"
9491,"(-66.0, -58.0, -53.0, -65.0)","[9, 8]"
9492,"(-66.0, -58.0, -51.0, -65.0)","[9, 8]"
9493,"(-62.0, -56.0, -51.0, 0)","[9, 8]"
9494,"(0, 0, -51.0, 0)","[9, 8]"
9495,"(0, 0, -51.0, 0)","[9, 8]"
9496,"(0, -51.0, -53.0, -73.0)","[9, 8]"
9497,"(0, 0, -54.0, 0)","[9, 8]"
9498,"(0, 0, -51.0, -65.0)","[9, 8]"
9499,"(-74.0, -62.0, -53.0, 0)","[9, 8]"
9500,"(-62.0, 0, -53.0, 0)","[9, 8]"
9501,"(0, -51.0, 0, 0)","[9, 8]"
9502,"(-65.0, -66.0, -54.0, 0)","[9, 8]"
9503,"(-72.0, -52.0, -51.0, 0)","[9, 8]"
9504,"(-72.0, -52.0, -52.0, 0)","[9, 8]"
9505,"(-72.0, -60.0, -51.0, 0)","[9, 8]"
9506,"(-72.0, -60.0, -52.0, 0)","[9, 8]"
9507,"(-66.0, -52.0, -51.0, 0)","[9, 8]"
9508,"(-66.0, -52.0, -52.0, 0)","[9, 8]"
9509,"(-66.0, -60.0, -51.0, 0)","[9, 8]"
9510,"(-66.0, -60.0, -52.0, 0)","[9, 8]"
9511,"(0, -61.0, -52.0, 0)","[9, 8]"
9512,"(0, -61.0, -53.0, 0)","[9, 8]"
9513,"(0, -67.0, -53.0, 0)","[9, 8]"
9514,"(0, 0, -52.0, -66.0)","[9, 8]"
9515,"(-66.0, -68.0, 0, 0)","[9, 8]"
9516,"(-66.0, -67.0, 0, 0)","[9, 8]"
9517,"(-66.0, -51.0, 0, 0)","[9, 8]"
9518,"(0, 0, -51.0, 0)","[9, 8]"
9519,"(0, -51.0, -52.0, 0)","[9, 8]"
9520,"(0, -51.0, -53.0, 0)","[9, 8]"
9521,"(0, -60.0, -51.0, 0)","[9, 8]"
9522,"(0, -60.0, -53.0, 0)","[9, 8]"
9523,"(0, -51.0, -51.0, 0)","[9, 8]"
9524,"(0, -51.0, -53.0, 0)","[9, 8]"
9525,"(0, 0, -52.0, 0)","[9, 8]"
9526,"(-65.0, 0, -53.0, 0)","[9, 8]"
9527,"(0, 0, -53.0, 0)","[9, 8]"
9528,"(0, 0, -47.0, 0)","[9, 8]"
9529,"(-65.0, -67.0, -53.0, 0)","[9, 8]"
9530,"(0, -68.0, -53.0, 0)","[9, 8]"
9531,"(0, -60.0, -52.0, 0)","[9, 8]"
9532,"(0, -53.0, -52.0, 0)","[9, 8]"
9533,"(0, -59.0, 0, -78.0)","[9, 8]"
9534,"(0, 0, -49.0, 0)","[9, 8]"
9535,"(0, 0, -53.0, 0)","[9, 8]"
9536,"(0, 0, -51.0, 0)","[9, 8]"
9537,"(-62.0, 0, 0, 0)","[9, 8]"
9538,"(-65.0, -67.0, -51.0, 0)","[9, 8]"
9539,"(-65.0, -67.0, -52.0, 0)","[9, 8]"
9540,"(-65.0, -51.0, -51.0, 0)","[9, 8]"
9541,"(-65.0, -51.0, -52.0, 0)","[9, 8]"
9542,"(-65.0, -66.0, -51.0, 0)","[9, 8]"
9543,"(-62.0, -66.0, -52.0, -66.0)","[9, 8]"
9544,"(-62.0, -66.0, -52.0, -72.0)","[9, 8]"
9545,"(-62.0, -66.0, -53.0, -66.0)","[9, 8]"
9546,"(-62.0, -66.0, -53.0, -72.0)","[9, 8]"
9547,"(-65.0, 0, 0, 0)","[9, 8]"
9548,"(-63.0, 0, 0, 0)","[9, 8]"
9549,"(-64.0, 0, 0, 0)","[9, 8]"
9550,"(0, 0, -53.0, 0)","[9, 8]"
9551,"(0, -51.0, -51.0, 0)","[9, 8]"
9552,"(0, 0, -53.0, 0)","[9, 8]"
9553,"(0, 0, -52.0, 0)","[9, 8]"
9554,"(-62.0, -66.0, -53.0, 0)","[9, 8]"
9555,"(-63.0, -61.0, -53.0, 0)","[9, 8]"
9556,"(0, -62.0, 0, 0)","[9, 8]"
9557,"(0, -67.0, 0, 0)","[9, 8]"
9558,"(-64.0, -51.0, -51.0, 0)","[9, 8]"
9559,"(0, -60.0, -51.0, 0)","[9, 8]"
9560,"(0, -60.0, -53.0, 0)","[9, 8]"
9561,"(-65.0, -51.0, -52.0, -78.0)","[9, 8]"
9562,"(-65.0, -51.0, -53.0, -78.0)","[9, 8]"
