,RSSI_FG,POS
2338,"(-53.0, 0, -44.0, -64.0)","[9, 8]"
2339,"(-53.0, 0, -44.0, -69.0)","[9, 8]"
2340,"(-58.0, 0, -44.0, -58.0)","[9, 8]"
2341,"(-58.0, 0, -44.0, -59.0)","[9, 8]"
2342,"(-58.0, 0, -47.0, -58.0)","[9, 8]"
2343,"(-58.0, 0, -47.0, -59.0)","[9, 8]"
2344,"(-63.0, 0, -44.0, -58.0)","[9, 8]"
2345,"(-63.0, 0, -44.0, -59.0)","[9, 8]"
2346,"(-63.0, 0, -47.0, -58.0)","[9, 8]"
2347,"(-63.0, 0, -47.0, -59.0)","[9, 8]"
2348,"(-62.0, 0, -44.0, -58.0)","[9, 8]"
2349,"(-62.0, 0, -44.0, -59.0)","[9, 8]"
2350,"(-62.0, 0, -47.0, -58.0)","[9, 8]"
2351,"(-62.0, 0, -47.0, -59.0)","[9, 8]"
2352,"(0, 0, -47.0, 0)","[9, 8]"
2353,"(0, 0, 0, -59.0)","[9, 8]"
2354,"(0, 0, -44.0, -63.0)","[9, 8]"
2355,"(-53.0, -74.0, 0, -60.0)","[9, 8]"
2356,"(-63.0, 0, -46.0, 0)","[9, 8]"
2357,"(-54.0, 0, -46.0, 0)","[9, 8]"
2358,"(0, 0, -44.0, -58.0)","[9, 8]"
2359,"(0, 0, -44.0, -68.0)","[9, 8]"
2360,"(0, 0, -46.0, -59.0)","[9, 8]"
2361,"(0, 0, -47.0, -59.0)","[9, 8]"
2362,"(-58.0, -75.0, -46.0, -59.0)","[9, 8]"
2363,"(-58.0, -75.0, -46.0, -63.0)","[9, 8]"
2364,"(-58.0, -75.0, -46.0, -70.0)","[9, 8]"
2365,"(-58.0, -75.0, -44.0, -59.0)","[9, 8]"
2366,"(-58.0, -75.0, -44.0, -63.0)","[9, 8]"
2367,"(-58.0, -75.0, -44.0, -70.0)","[9, 8]"
2368,"(-53.0, 0, -46.0, 0)","[9, 8]"
2369,"(-53.0, 0, -45.0, -60.0)","[9, 8]"
2370,"(-63.0, 0, -44.0, -70.0)","[9, 8]"
2371,"(-63.0, 0, -44.0, -59.0)","[9, 8]"
2372,"(-63.0, 0, -46.0, -70.0)","[9, 8]"
2373,"(-63.0, 0, -46.0, -59.0)","[9, 8]"
2374,"(-63.0, 0, -47.0, -70.0)","[9, 8]"
2375,"(-63.0, 0, -47.0, -59.0)","[9, 8]"
2376,"(-58.0, 0, -44.0, -70.0)","[9, 8]"
2377,"(-58.0, 0, -44.0, -59.0)","[9, 8]"
2378,"(-58.0, 0, -46.0, -70.0)","[9, 8]"
2379,"(-58.0, 0, -46.0, -59.0)","[9, 8]"
2380,"(-58.0, 0, -47.0, -70.0)","[9, 8]"
2381,"(-58.0, 0, -47.0, -59.0)","[9, 8]"
2382,"(-53.0, 0, -44.0, -70.0)","[9, 8]"
2383,"(-53.0, 0, -44.0, -59.0)","[9, 8]"
2384,"(-53.0, 0, -46.0, -70.0)","[9, 8]"
2385,"(-53.0, 0, -46.0, -59.0)","[9, 8]"
2386,"(-53.0, 0, -47.0, -70.0)","[9, 8]"
2387,"(-53.0, 0, -47.0, -59.0)","[9, 8]"
2388,"(-63.0, 0, -47.0, -58.0)","[9, 8]"
2389,"(-63.0, 0, -46.0, -58.0)","[9, 8]"
2390,"(-63.0, 0, -44.0, -58.0)","[9, 8]"
2391,"(-53.0, 0, -44.0, -59.0)","[9, 8]"
2392,"(-53.0, 0, -46.0, 0)","[9, 8]"
2393,"(-54.0, -75.0, -44.0, 0)","[9, 8]"
2394,"(-54.0, -75.0, -47.0, 0)","[9, 8]"
2395,"(-53.0, -75.0, -44.0, 0)","[9, 8]"
2396,"(-53.0, -75.0, -47.0, 0)","[9, 8]"
2397,"(0, 0, -47.0, -70.0)","[9, 8]"
2398,"(0, 0, -44.0, -58.0)","[9, 8]"
2399,"(-64.0, 0, -47.0, 0)","[9, 8]"
2400,"(-64.0, 0, -46.0, 0)","[9, 8]"
2401,"(-64.0, 0, -44.0, 0)","[9, 8]"
2402,"(0, 0, 0, -60.0)","[9, 8]"
2403,"(0, 0, 0, -62.0)","[9, 8]"
2404,"(0, 0, -44.0, -58.0)","[9, 8]"
2405,"(0, 0, -44.0, -69.0)","[9, 8]"
2406,"(0, 0, -47.0, -58.0)","[9, 8]"
2407,"(0, 0, -47.0, -69.0)","[9, 8]"
2408,"(-53.0, 0, -47.0, 0)","[9, 8]"
2409,"(-53.0, -69.0, -44.0, -60.0)","[9, 8]"
2410,"(-53.0, -69.0, -47.0, -60.0)","[9, 8]"
2411,"(-65.0, -69.0, -44.0, -60.0)","[9, 8]"
2412,"(-65.0, -69.0, -47.0, -60.0)","[9, 8]"
2413,"(-59.0, -69.0, -44.0, -60.0)","[9, 8]"
2414,"(-59.0, -69.0, -47.0, -60.0)","[9, 8]"
2415,"(-53.0, 0, -44.0, -60.0)","[9, 8]"
2416,"(-53.0, 0, -47.0, -60.0)","[9, 8]"
2417,"(-53.0, 0, 0, 0)","[9, 8]"
2418,"(-59.0, 0, -44.0, -59.0)","[9, 8]"
2419,"(-59.0, 0, -47.0, -59.0)","[9, 8]"
2420,"(-59.0, 0, -45.0, -59.0)","[9, 8]"
2421,"(-58.0, 0, -44.0, -59.0)","[9, 8]"
2422,"(-58.0, 0, -47.0, -59.0)","[9, 8]"
2423,"(-58.0, 0, -45.0, -59.0)","[9, 8]"
2424,"(-65.0, 0, -44.0, 0)","[9, 8]"
2425,"(-65.0, 0, -46.0, 0)","[9, 8]"
2426,"(-58.0, 0, -46.0, -58.0)","[9, 8]"
2427,"(-58.0, 0, -46.0, -71.0)","[9, 8]"
2428,"(-58.0, 0, -47.0, -58.0)","[9, 8]"
2429,"(-58.0, 0, -47.0, -71.0)","[9, 8]"
2430,"(-58.0, 0, -44.0, -58.0)","[9, 8]"
2431,"(-58.0, 0, -44.0, -71.0)","[9, 8]"
2432,"(-53.0, 0, -46.0, -58.0)","[9, 8]"
2433,"(-53.0, 0, -46.0, -71.0)","[9, 8]"
2434,"(-53.0, 0, -47.0, -58.0)","[9, 8]"
2435,"(-53.0, 0, -47.0, -71.0)","[9, 8]"
2436,"(-53.0, 0, -44.0, -58.0)","[9, 8]"
2437,"(-53.0, 0, -44.0, -71.0)","[9, 8]"
2438,"(-63.0, 0, -46.0, -58.0)","[9, 8]"
2439,"(-63.0, 0, -46.0, -71.0)","[9, 8]"
2440,"(-63.0, 0, -47.0, -58.0)","[9, 8]"
2441,"(-63.0, 0, -47.0, -71.0)","[9, 8]"
2442,"(-63.0, 0, -44.0, -58.0)","[9, 8]"
2443,"(-63.0, 0, -44.0, -71.0)","[9, 8]"
2444,"(-59.0, 0, -44.0, -71.0)","[9, 8]"
2445,"(-59.0, 0, -44.0, -60.0)","[9, 8]"
2446,"(-59.0, 0, -45.0, -71.0)","[9, 8]"
2447,"(-59.0, 0, -45.0, -60.0)","[9, 8]"
2448,"(-59.0, 0, -47.0, -71.0)","[9, 8]"
2449,"(-59.0, 0, -47.0, -60.0)","[9, 8]"
2450,"(-53.0, 0, -44.0, -71.0)","[9, 8]"
2451,"(-53.0, 0, -44.0, -60.0)","[9, 8]"
2452,"(-53.0, 0, -45.0, -71.0)","[9, 8]"
2453,"(-53.0, 0, -45.0, -60.0)","[9, 8]"
2454,"(-53.0, 0, -47.0, -71.0)","[9, 8]"
2455,"(-53.0, 0, -47.0, -60.0)","[9, 8]"
2456,"(-64.0, 0, -44.0, -71.0)","[9, 8]"
2457,"(-64.0, 0, -44.0, -60.0)","[9, 8]"
2458,"(-64.0, 0, -45.0, -71.0)","[9, 8]"
2459,"(-64.0, 0, -45.0, -60.0)","[9, 8]"
2460,"(-64.0, 0, -47.0, -71.0)","[9, 8]"
2461,"(-64.0, 0, -47.0, -60.0)","[9, 8]"
2462,"(-50.0, -75.0, -47.0, -63.0)","[9, 8]"
2463,"(-50.0, -75.0, -47.0, -73.0)","[9, 8]"
2464,"(-50.0, -75.0, -44.0, -63.0)","[9, 8]"
2465,"(-50.0, -75.0, -44.0, -73.0)","[9, 8]"
2466,"(-64.0, -75.0, -47.0, -63.0)","[9, 8]"
2467,"(-64.0, -75.0, -47.0, -73.0)","[9, 8]"
2468,"(-64.0, -75.0, -44.0, -63.0)","[9, 8]"
2469,"(-64.0, -75.0, -44.0, -73.0)","[9, 8]"
2470,"(-53.0, -75.0, -47.0, -63.0)","[9, 8]"
2471,"(-53.0, -75.0, -47.0, -73.0)","[9, 8]"
2472,"(-53.0, -75.0, -44.0, -63.0)","[9, 8]"
2473,"(-53.0, -75.0, -44.0, -73.0)","[9, 8]"
2474,"(-58.0, 0, -47.0, 0)","[9, 8]"
2475,"(-58.0, 0, -44.0, 0)","[9, 8]"
2476,"(-58.0, 0, -46.0, 0)","[9, 8]"
2477,"(-59.0, 0, -47.0, -70.0)","[9, 8]"
2478,"(-59.0, 0, -47.0, -59.0)","[9, 8]"
2479,"(-59.0, 0, -47.0, -63.0)","[9, 8]"
2480,"(-64.0, 0, -46.0, -63.0)","[9, 8]"
2481,"(-53.0, 0, -46.0, -63.0)","[9, 8]"
2482,"(-65.0, 0, -46.0, -63.0)","[9, 8]"
2483,"(-59.0, 0, -47.0, -71.0)","[9, 8]"
2484,"(-59.0, 0, -47.0, -70.0)","[9, 8]"
2485,"(-54.0, 0, -47.0, 0)","[9, 8]"
2486,"(-53.0, 0, -47.0, -59.0)","[9, 8]"
2487,"(-53.0, 0, -45.0, -59.0)","[9, 8]"
2488,"(-53.0, 0, -46.0, -59.0)","[9, 8]"
2489,"(-63.0, 0, -47.0, -59.0)","[9, 8]"
2490,"(-63.0, 0, -45.0, -59.0)","[9, 8]"
2491,"(-63.0, 0, -46.0, -59.0)","[9, 8]"
2492,"(-53.0, 0, -43.0, -63.0)","[9, 8]"
2493,"(-53.0, 0, -43.0, -59.0)","[9, 8]"
2494,"(-53.0, 0, -43.0, -62.0)","[9, 8]"
2495,"(-53.0, 0, -47.0, -63.0)","[9, 8]"
2496,"(-53.0, 0, -47.0, -59.0)","[9, 8]"
2497,"(-53.0, 0, -47.0, -62.0)","[9, 8]"
2498,"(-54.0, 0, -44.0, -58.0)","[9, 8]"
2499,"(0, -68.0, -48.0, 0)","[9, 8]"
2500,"(0, -68.0, -46.0, 0)","[9, 8]"
2501,"(0, -68.0, -47.0, 0)","[9, 8]"
2502,"(0, -68.0, -45.0, 0)","[9, 8]"
2503,"(0, -65.0, -48.0, 0)","[9, 8]"
2504,"(0, -65.0, -46.0, 0)","[9, 8]"
2505,"(0, -65.0, -47.0, 0)","[9, 8]"
2506,"(0, -65.0, -45.0, 0)","[9, 8]"
2507,"(-67.0, 0, -45.0, -66.0)","[9, 8]"
2508,"(-67.0, 0, -45.0, -65.0)","[9, 8]"
2509,"(-67.0, 0, -46.0, -66.0)","[9, 8]"
2510,"(-67.0, 0, -46.0, -65.0)","[9, 8]"
2511,"(-67.0, 0, -48.0, -66.0)","[9, 8]"
2512,"(-67.0, 0, -48.0, -65.0)","[9, 8]"
2513,"(-67.0, 0, -49.0, -66.0)","[9, 8]"
2514,"(-67.0, 0, -49.0, -65.0)","[9, 8]"
2515,"(-67.0, -64.0, -47.0, -66.0)","[9, 8]"
2516,"(-67.0, -64.0, -47.0, -64.0)","[9, 8]"
2517,"(-67.0, -64.0, -47.0, -67.0)","[9, 8]"
2518,"(-67.0, -66.0, -47.0, -66.0)","[9, 8]"
2519,"(-67.0, -66.0, -47.0, -64.0)","[9, 8]"
2520,"(-67.0, -66.0, -47.0, -67.0)","[9, 8]"
2521,"(-64.0, -67.0, -47.0, -64.0)","[9, 8]"
2522,"(-64.0, -67.0, -45.0, -64.0)","[9, 8]"
2523,"(-64.0, -67.0, -44.0, -64.0)","[9, 8]"
2524,"(-64.0, -69.0, -47.0, -64.0)","[9, 8]"
2525,"(-64.0, -69.0, -45.0, -64.0)","[9, 8]"
2526,"(-64.0, -69.0, -44.0, -64.0)","[9, 8]"
2527,"(-64.0, -68.0, -47.0, -64.0)","[9, 8]"
2528,"(-64.0, -68.0, -45.0, -64.0)","[9, 8]"
2529,"(-64.0, -68.0, -44.0, -64.0)","[9, 8]"
2530,"(-64.0, -66.0, -47.0, -64.0)","[9, 8]"
2531,"(-64.0, -66.0, -45.0, -64.0)","[9, 8]"
2532,"(-64.0, -66.0, -44.0, -64.0)","[9, 8]"
2533,"(0, 0, -46.0, -73.0)","[9, 8]"
2534,"(0, -68.0, -47.0, -72.0)","[9, 8]"
2535,"(0, -68.0, -48.0, -72.0)","[9, 8]"
2536,"(0, -68.0, -44.0, -72.0)","[9, 8]"
2537,"(0, -66.0, -47.0, -72.0)","[9, 8]"
2538,"(0, -66.0, -48.0, -72.0)","[9, 8]"
2539,"(0, -66.0, -44.0, -72.0)","[9, 8]"
2540,"(-64.0, -67.0, -44.0, -66.0)","[9, 8]"
2541,"(-64.0, -67.0, -44.0, -65.0)","[9, 8]"
2542,"(-64.0, -67.0, -47.0, -66.0)","[9, 8]"
2543,"(-64.0, -67.0, -47.0, -65.0)","[9, 8]"
2544,"(-69.0, -67.0, -44.0, -66.0)","[9, 8]"
2545,"(-69.0, -67.0, -44.0, -65.0)","[9, 8]"
2546,"(-69.0, -67.0, -47.0, -66.0)","[9, 8]"
2547,"(-69.0, -67.0, -47.0, -65.0)","[9, 8]"
2548,"(-62.0, -65.0, -48.0, -66.0)","[9, 8]"
2549,"(-62.0, -65.0, -47.0, -66.0)","[9, 8]"
2550,"(-66.0, -65.0, -48.0, -66.0)","[9, 8]"
2551,"(-66.0, -65.0, -47.0, -66.0)","[9, 8]"
2552,"(-65.0, -65.0, -48.0, -66.0)","[9, 8]"
2553,"(-65.0, -65.0, -47.0, -66.0)","[9, 8]"
2554,"(-67.0, 0, -47.0, -68.0)","[9, 8]"
2555,"(-66.0, 0, -47.0, -68.0)","[9, 8]"
2556,"(-68.0, -66.0, -47.0, -72.0)","[9, 8]"
2557,"(-68.0, -66.0, -44.0, -72.0)","[9, 8]"
2558,"(-68.0, -63.0, -47.0, -72.0)","[9, 8]"
2559,"(-68.0, -63.0, -44.0, -72.0)","[9, 8]"
2560,"(0, -68.0, -47.0, -67.0)","[9, 8]"
2561,"(0, -68.0, -44.0, -67.0)","[9, 8]"
2562,"(0, 0, 0, -68.0)","[9, 8]"
2563,"(0, 0, -49.0, 0)","[9, 8]"
2564,"(0, 0, -44.0, 0)","[9, 8]"
2565,"(-66.0, 0, -46.0, -67.0)","[9, 8]"
2566,"(-66.0, 0, -47.0, -67.0)","[9, 8]"
2567,"(-71.0, 0, -47.0, 0)","[9, 8]"
2568,"(-71.0, 0, -44.0, 0)","[9, 8]"
2569,"(0, -71.0, -47.0, -66.0)","[9, 8]"
2570,"(0, -71.0, -44.0, -66.0)","[9, 8]"
2571,"(-67.0, -70.0, -46.0, 0)","[9, 8]"
2572,"(-67.0, -70.0, -44.0, 0)","[9, 8]"
2573,"(-67.0, -71.0, -46.0, 0)","[9, 8]"
2574,"(-67.0, -71.0, -44.0, 0)","[9, 8]"
2575,"(-67.0, -66.0, -46.0, 0)","[9, 8]"
2576,"(-67.0, -66.0, -44.0, 0)","[9, 8]"
2577,"(0, -66.0, -45.0, 0)","[9, 8]"
2578,"(0, 0, -44.0, 0)","[9, 8]"
2579,"(0, 0, -47.0, 0)","[9, 8]"
2580,"(0, 0, -46.0, 0)","[9, 8]"
2581,"(0, -67.0, -44.0, -66.0)","[9, 8]"
2582,"(0, -67.0, -47.0, -66.0)","[9, 8]"
2583,"(0, 0, -47.0, 0)","[9, 8]"
2584,"(0, 0, -47.0, 0)","[9, 8]"
2585,"(0, 0, -49.0, 0)","[9, 8]"
2586,"(0, 0, -46.0, 0)","[9, 8]"
2587,"(0, 0, -46.0, -70.0)","[9, 8]"
2588,"(0, 0, -47.0, -70.0)","[9, 8]"
2589,"(-66.0, -72.0, -47.0, -66.0)","[9, 8]"
2590,"(-66.0, -72.0, -47.0, -69.0)","[9, 8]"
2591,"(-66.0, -72.0, -46.0, -66.0)","[9, 8]"
2592,"(-66.0, -72.0, -46.0, -69.0)","[9, 8]"
2593,"(-66.0, -65.0, -47.0, -66.0)","[9, 8]"
2594,"(-66.0, -65.0, -47.0, -69.0)","[9, 8]"
2595,"(-66.0, -65.0, -46.0, -66.0)","[9, 8]"
2596,"(-66.0, -65.0, -46.0, -69.0)","[9, 8]"
2597,"(-66.0, -68.0, -47.0, -66.0)","[9, 8]"
2598,"(-66.0, -68.0, -47.0, -69.0)","[9, 8]"
2599,"(-66.0, -68.0, -46.0, -66.0)","[9, 8]"
2600,"(-66.0, -68.0, -46.0, -69.0)","[9, 8]"
2601,"(0, -67.0, -44.0, -68.0)","[9, 8]"
2602,"(0, -67.0, -46.0, -68.0)","[9, 8]"
2603,"(0, -67.0, -47.0, -68.0)","[9, 8]"
2604,"(0, -66.0, -44.0, -68.0)","[9, 8]"
2605,"(0, -66.0, -46.0, -68.0)","[9, 8]"
2606,"(0, -66.0, -47.0, -68.0)","[9, 8]"
2607,"(-69.0, 0, -44.0, 0)","[9, 8]"
2608,"(-69.0, 0, -47.0, 0)","[9, 8]"
2609,"(0, 0, -47.0, -67.0)","[9, 8]"
2610,"(0, 0, -47.0, 0)","[9, 8]"
2611,"(-68.0, 0, -47.0, 0)","[9, 8]"
2612,"(-66.0, 0, -47.0, -66.0)","[9, 8]"
2613,"(-66.0, 0, -47.0, -69.0)","[9, 8]"
2614,"(-66.0, 0, -44.0, -66.0)","[9, 8]"
2615,"(-66.0, 0, -44.0, -69.0)","[9, 8]"
2616,"(-66.0, 0, -48.0, -66.0)","[9, 8]"
2617,"(-66.0, 0, -48.0, -69.0)","[9, 8]"
2618,"(-67.0, 0, -47.0, -66.0)","[9, 8]"
2619,"(-67.0, 0, -47.0, -69.0)","[9, 8]"
2620,"(-67.0, 0, -44.0, -66.0)","[9, 8]"
2621,"(-67.0, 0, -44.0, -69.0)","[9, 8]"
2622,"(-67.0, 0, -48.0, -66.0)","[9, 8]"
2623,"(-67.0, 0, -48.0, -69.0)","[9, 8]"
2624,"(-66.0, 0, -47.0, -65.0)","[9, 8]"
2625,"(-66.0, 0, -44.0, 0)","[9, 8]"
2626,"(-66.0, 0, -47.0, 0)","[9, 8]"
2627,"(0, 0, -46.0, 0)","[9, 8]"
2628,"(0, 0, -47.0, 0)","[9, 8]"
2629,"(0, -69.0, -51.0, 0)","[9, 8]"
2630,"(0, -65.0, -51.0, 0)","[9, 8]"
2631,"(-66.0, -69.0, -47.0, -68.0)","[9, 8]"
2632,"(-66.0, -66.0, -47.0, -68.0)","[9, 8]"
2633,"(-66.0, -71.0, -47.0, -68.0)","[9, 8]"
2634,"(0, -70.0, -45.0, 0)","[9, 8]"
2635,"(0, -70.0, -44.0, 0)","[9, 8]"
2636,"(0, -70.0, -47.0, 0)","[9, 8]"
2637,"(-66.0, -70.0, -47.0, -65.0)","[9, 8]"
2638,"(-66.0, -67.0, -47.0, 0)","[9, 8]"
2639,"(0, 0, -47.0, 0)","[9, 8]"
2640,"(0, -66.0, 0, 0)","[9, 8]"
2641,"(-68.0, 0, -44.0, -71.0)","[9, 8]"
2642,"(-68.0, 0, -47.0, -71.0)","[9, 8]"
2643,"(0, 0, -47.0, 0)","[9, 8]"
2644,"(-67.0, -70.0, -44.0, 0)","[9, 8]"
2645,"(-67.0, -70.0, -46.0, 0)","[9, 8]"
2646,"(0, 0, -47.0, 0)","[9, 8]"
2647,"(0, 0, -44.0, 0)","[9, 8]"
2648,"(0, 0, -49.0, 0)","[9, 8]"
2649,"(0, 0, -47.0, 0)","[9, 8]"
2650,"(-69.0, 0, -44.0, -66.0)","[9, 8]"
2651,"(-69.0, 0, -47.0, -66.0)","[9, 8]"
2652,"(0, -70.0, -44.0, 0)","[9, 8]"
2653,"(0, -70.0, -47.0, 0)","[9, 8]"
2654,"(0, -66.0, 0, 0)","[9, 8]"
2655,"(0, -69.0, -44.0, -66.0)","[9, 8]"
2656,"(0, -69.0, -47.0, -66.0)","[9, 8]"
2657,"(-64.0, -66.0, -47.0, 0)","[9, 8]"
2658,"(-64.0, -66.0, -44.0, 0)","[9, 8]"
2659,"(-71.0, 0, -44.0, 0)","[9, 8]"
2660,"(-71.0, 0, -47.0, 0)","[9, 8]"
2661,"(-68.0, -66.0, -46.0, 0)","[9, 8]"
2662,"(0, -71.0, -44.0, -66.0)","[9, 8]"
2663,"(0, 0, -47.0, -70.0)","[9, 8]"
2664,"(0, 0, -44.0, -70.0)","[9, 8]"
2665,"(0, 0, -48.0, -70.0)","[9, 8]"
2666,"(-65.0, -69.0, 0, 0)","[9, 8]"
2667,"(-68.0, -72.0, -47.0, 0)","[9, 8]"
2668,"(-68.0, -72.0, -44.0, 0)","[9, 8]"
2669,"(-68.0, -69.0, -44.0, -67.0)","[9, 8]"
2670,"(-68.0, -69.0, -44.0, -65.0)","[9, 8]"
2671,"(-68.0, -69.0, -47.0, -67.0)","[9, 8]"
2672,"(-68.0, -69.0, -47.0, -65.0)","[9, 8]"
2673,"(-57.0, -42.0, -72.0, 0)","[9, 8]"
2674,"(-57.0, -42.0, -62.0, 0)","[9, 8]"
2675,"(-58.0, -42.0, -72.0, 0)","[9, 8]"
2676,"(-58.0, -42.0, -62.0, 0)","[9, 8]"
2677,"(0, -45.0, -60.0, -77.0)","[9, 8]"
2678,"(0, -45.0, -60.0, -68.0)","[9, 8]"
2679,"(0, -45.0, -60.0, -71.0)","[9, 8]"
2680,"(0, -45.0, -64.0, -77.0)","[9, 8]"
2681,"(0, -45.0, -64.0, -68.0)","[9, 8]"
2682,"(0, -45.0, -64.0, -71.0)","[9, 8]"
2683,"(-60.0, -42.0, -64.0, 0)","[9, 8]"
2684,"(0, -42.0, 0, 0)","[9, 8]"
2685,"(-60.0, 0, 0, 0)","[9, 8]"
2686,"(-60.0, -45.0, -64.0, 0)","[9, 8]"
2687,"(-60.0, -42.0, -64.0, 0)","[9, 8]"
2688,"(-60.0, -43.0, -64.0, 0)","[9, 8]"
2689,"(0, -42.0, 0, 0)","[9, 8]"
2690,"(0, 0, -72.0, 0)","[9, 8]"
2691,"(-60.0, -45.0, 0, 0)","[9, 8]"
2692,"(0, -46.0, -64.0, 0)","[9, 8]"
2693,"(-61.0, -43.0, -67.0, -66.0)","[9, 8]"
2694,"(-61.0, -42.0, -67.0, -66.0)","[9, 8]"
2695,"(-61.0, -45.0, -67.0, -66.0)","[9, 8]"
2696,"(-65.0, -43.0, -67.0, -66.0)","[9, 8]"
2697,"(-65.0, -42.0, -67.0, -66.0)","[9, 8]"
2698,"(-65.0, -45.0, -67.0, -66.0)","[9, 8]"
2699,"(-72.0, -42.0, 0, -69.0)","[9, 8]"
2700,"(-72.0, -46.0, 0, -69.0)","[9, 8]"
2701,"(-72.0, -45.0, 0, -69.0)","[9, 8]"
2702,"(-65.0, -42.0, -73.0, 0)","[9, 8]"
2703,"(-60.0, -42.0, -73.0, 0)","[9, 8]"
2704,"(-60.0, -42.0, 0, 0)","[9, 8]"
2705,"(-60.0, -45.0, 0, 0)","[9, 8]"
2706,"(-65.0, -42.0, 0, 0)","[9, 8]"
2707,"(-65.0, -45.0, 0, 0)","[9, 8]"
2708,"(-72.0, -42.0, 0, 0)","[9, 8]"
2709,"(-72.0, -45.0, 0, 0)","[9, 8]"
2710,"(-64.0, 0, 0, 0)","[9, 8]"
2711,"(0, -45.0, -63.0, 0)","[9, 8]"
2712,"(0, -45.0, -68.0, 0)","[9, 8]"
2713,"(0, -45.0, -73.0, 0)","[9, 8]"
2714,"(0, -43.0, -63.0, 0)","[9, 8]"
2715,"(0, -43.0, -68.0, 0)","[9, 8]"
2716,"(0, -43.0, -73.0, 0)","[9, 8]"
2717,"(-58.0, 0, -65.0, 0)","[9, 8]"
2718,"(-58.0, 0, -63.0, 0)","[9, 8]"
2719,"(-58.0, 0, -68.0, 0)","[9, 8]"
2720,"(0, -42.0, 0, 0)","[9, 8]"
2721,"(0, -43.0, 0, 0)","[9, 8]"
2722,"(0, -42.0, -65.0, -74.0)","[9, 8]"
2723,"(0, -45.0, -66.0, 0)","[9, 8]"
2724,"(0, -42.0, 0, 0)","[9, 8]"
2725,"(-58.0, -42.0, -67.0, -66.0)","[9, 8]"
2726,"(-58.0, -45.0, -67.0, -66.0)","[9, 8]"
2727,"(-58.0, -42.0, -63.0, -73.0)","[9, 8]"
2728,"(-58.0, -45.0, -63.0, -73.0)","[9, 8]"
2729,"(-59.0, -42.0, -63.0, -73.0)","[9, 8]"
2730,"(-59.0, -45.0, -63.0, -73.0)","[9, 8]"
2731,"(-58.0, -42.0, -67.0, -66.0)","[9, 8]"
2732,"(-58.0, -38.0, -67.0, -66.0)","[9, 8]"
2733,"(-58.0, -45.0, -67.0, -66.0)","[9, 8]"
2734,"(-58.0, -44.0, -67.0, -66.0)","[9, 8]"
2735,"(-67.0, -42.0, -67.0, -66.0)","[9, 8]"
2736,"(-67.0, -38.0, -67.0, -66.0)","[9, 8]"
2737,"(-67.0, -45.0, -67.0, -66.0)","[9, 8]"
2738,"(-67.0, -44.0, -67.0, -66.0)","[9, 8]"
2739,"(-58.0, 0, 0, 0)","[9, 8]"
2740,"(-63.0, 0, 0, 0)","[9, 8]"
2741,"(-58.0, -42.0, -72.0, 0)","[9, 8]"
2742,"(-58.0, -42.0, -70.0, 0)","[9, 8]"
2743,"(-58.0, -45.0, -72.0, 0)","[9, 8]"
2744,"(-58.0, -45.0, -70.0, 0)","[9, 8]"
2745,"(0, 0, 0, -72.0)","[9, 8]"
2746,"(0, -42.0, 0, 0)","[9, 8]"
2747,"(-57.0, -42.0, -66.0, 0)","[9, 8]"
2748,"(-57.0, -42.0, -62.0, 0)","[9, 8]"
2749,"(-57.0, -42.0, -83.0, 0)","[9, 8]"
2750,"(-57.0, -45.0, -66.0, 0)","[9, 8]"
2751,"(-57.0, -45.0, -62.0, 0)","[9, 8]"
2752,"(-57.0, -45.0, -83.0, 0)","[9, 8]"
2753,"(-64.0, -42.0, -66.0, 0)","[9, 8]"
2754,"(-64.0, -42.0, -62.0, 0)","[9, 8]"
2755,"(-64.0, -42.0, -83.0, 0)","[9, 8]"
2756,"(-64.0, -45.0, -66.0, 0)","[9, 8]"
2757,"(-64.0, -45.0, -62.0, 0)","[9, 8]"
2758,"(-64.0, -45.0, -83.0, 0)","[9, 8]"
2759,"(-57.0, -42.0, 0, -72.0)","[9, 8]"
2760,"(-62.0, -42.0, 0, -72.0)","[9, 8]"
2761,"(0, -42.0, 0, 0)","[9, 8]"
2762,"(-66.0, -42.0, -67.0, -71.0)","[9, 8]"
2763,"(-66.0, -42.0, -67.0, -70.0)","[9, 8]"
2764,"(-67.0, -42.0, -67.0, -71.0)","[9, 8]"
2765,"(-67.0, -42.0, -67.0, -70.0)","[9, 8]"
2766,"(-65.0, -45.0, 0, 0)","[9, 8]"
2767,"(-67.0, -45.0, 0, 0)","[9, 8]"
2768,"(-58.0, -42.0, 0, 0)","[9, 8]"
2769,"(-63.0, 0, 0, 0)","[9, 8]"
2770,"(-67.0, 0, 0, 0)","[9, 8]"
2771,"(-57.0, -42.0, 0, 0)","[9, 8]"
2772,"(0, -39.0, 0, -72.0)","[9, 8]"
2773,"(-57.0, -42.0, 0, 0)","[9, 8]"
2774,"(-62.0, -41.0, -70.0, -73.0)","[9, 8]"
2775,"(-62.0, -41.0, -64.0, -73.0)","[9, 8]"
2776,"(-57.0, -42.0, -64.0, -76.0)","[9, 8]"
2777,"(-57.0, -44.0, -64.0, -76.0)","[9, 8]"
2778,"(-63.0, -42.0, -64.0, -76.0)","[9, 8]"
2779,"(-63.0, -44.0, -64.0, -76.0)","[9, 8]"
2780,"(-58.0, -42.0, -64.0, -76.0)","[9, 8]"
